supplier_reliability,demand_level,transport_delay,weather_impact,inventory_level,risk_score,risk_level
95.24,55.93,14.98,1.36,61.73,50.54,2
78.32,63.78,6.0,2.14,85.0,42.35,1
72.94,47.09,0.52,0.03,40.87,35.37,0
50.43,48.36,0.46,0.72,33.37,53.42,2
78.33,52.26,6.58,4.39,72.05,46.24,1
85.94,34.94,1.21,2.85,49.86,31.44,0
74.24,38.64,2.96,1.54,100.0,33.44,0
71.13,77.56,18.78,4.61,78.86,71.29,2
62.74,90.16,8.57,1.33,49.49,64.38,2
93.88,81.84,9.37,1.67,84.26,44.66,1
83.6,23.53,9.86,0.96,74.61,37.68,0
75.58,21.6,4.83,1.94,72.67,33.9,0
53.03,26.19,6.81,0.77,57.56,39.25,1
88.48,52.69,2.22,0.97,68.41,19.49,0
66.54,0.0,30.0,6.78,17.94,80.04,2
52.3,38.22,1.64,0.24,86.34,20.44,0
80.7,78.14,4.46,0.22,0.0,52.11,2
70.64,69.65,1.66,0.09,51.16,26.93,0
79.97,39.82,0.59,0.77,28.09,32.37,0
80.25,41.33,4.19,1.02,49.98,35.76,0
80.09,61.34,2.18,0.2,58.52,37.65,0
81.5,68.71,4.38,1.59,36.06,48.58,2
95.34,39.34,4.09,1.75,4.51,45.35,1
83.59,45.31,3.91,2.78,64.14,38.3,1
75.75,38.68,0.66,7.46,100.0,34.96,0
87.68,23.37,2.9,1.93,52.97,27.59,0
67.44,45.61,8.36,0.24,79.19,34.2,0
74.4,44.08,1.89,0.19,90.09,25.13,0
93.27,24.79,2.93,3.01,22.0,27.81,0
60.52,62.92,3.4,2.1,50.85,53.1,2
50.92,59.67,9.93,0.35,34.47,53.74,2
60.84,63.91,5.33,0.58,43.87,49.18,2
74.66,34.64,0.53,2.77,94.04,26.79,0
70.52,10.33,10.02,1.67,64.47,43.55,1
73.29,59.35,8.92,1.76,75.78,37.07,0
65.25,36.72,7.0,0.47,59.12,37.84,1
77.29,32.19,3.14,1.98,35.79,40.11,1
76.35,24.86,7.08,2.94,73.56,45.34,1
84.09,44.49,3.26,4.33,85.05,34.4,0
87.39,81.55,6.67,2.67,66.35,44.61,1
72.37,39.89,10.61,1.72,69.78,54.64,2
53.26,28.2,11.06,2.24,35.3,60.21,2
86.71,63.04,3.03,1.33,74.14,39.65,1
71.46,53.46,9.81,0.51,86.92,34.49,0
50.0,7.61,0.53,4.28,68.09,37.39,0
90.37,63.25,0.54,1.52,24.06,33.08,0
74.76,92.57,3.97,1.8,92.71,36.12,0
90.03,0.0,5.28,9.23,41.1,48.67,2
76.67,25.29,0.83,8.4,67.76,45.28,1
34.7,0.0,3.2,1.77,79.06,30.57,0
52.19,48.49,0.5,0.07,81.59,38.22,1
77.48,69.81,4.61,1.01,24.0,47.0,1
71.56,52.11,9.66,5.54,62.34,56.07,2
83.74,77.84,6.69,0.68,61.02,43.69,1
73.77,66.61,2.38,10.0,88.78,54.12,2
76.14,84.04,25.41,0.18,69.17,79.28,2
93.26,73.2,5.44,1.68,88.96,29.68,0
63.44,41.94,8.44,1.45,70.8,39.81,1
52.92,51.33,5.54,0.59,58.52,39.08,1
88.43,32.63,22.74,5.94,63.88,77.22,2
58.41,45.39,8.61,1.93,90.47,41.85,1
35.14,51.24,3.66,0.52,34.06,48.42,2
69.07,48.3,2.29,0.97,78.12,30.14,0
71.82,76.85,5.73,2.55,47.45,57.4,2
87.42,43.4,4.46,0.71,43.15,37.77,1
63.88,31.36,4.96,4.23,80.47,37.73,1
40.34,32.61,2.1,0.36,42.34,39.64,1
94.2,63.1,2.8,0.61,67.54,22.46,0
51.7,21.94,4.08,0.31,50.22,37.53,0
80.87,45.98,9.14,0.22,12.86,55.33,2
89.46,76.55,7.2,0.71,69.55,38.06,1
76.26,55.85,0.63,10.0,62.53,57.71,2
78.96,48.51,1.41,0.2,21.8,33.78,0
84.34,49.28,0.14,0.48,46.03,23.73,0
72.37,29.41,0.04,0.63,23.86,35.92,0
92.51,32.86,1.27,1.93,74.63,34.01,0
91.19,46.1,8.03,2.74,87.76,38.22,1
74.66,55.43,11.76,2.79,76.99,48.6,2
93.66,68.96,2.49,0.02,79.78,25.21,0
81.52,51.85,4.14,2.11,49.64,49.61,2
66.11,77.06,6.12,1.99,70.94,50.94,2
68.76,82.1,15.28,1.46,59.82,60.67,2
65.82,65.91,12.21,0.95,63.71,54.37,2
89.44,74.5,0.29,3.19,79.15,35.46,0
69.69,30.19,1.43,0.84,83.51,26.53,0
79.52,27.02,0.25,0.52,52.2,31.7,0
38.62,60.36,4.79,0.74,31.85,62.56,2
82.52,23.18,6.2,1.16,56.25,32.97,0
79.34,44.19,1.84,0.48,55.61,29.88,0
54.47,65.42,9.62,1.87,65.69,57.96,2
84.63,78.27,3.01,4.31,76.66,41.11,1
75.73,44.92,30.0,1.81,21.71,88.59,2
77.89,37.0,0.0,1.18,46.58,28.51,0
62.89,56.41,0.58,3.19,40.72,48.38,2
74.52,28.53,1.8,2.76,85.02,35.93,0
40.49,46.53,0.13,0.91,55.83,43.57,1
53.76,49.84,7.62,1.85,49.74,53.61,2
93.32,49.44,0.27,2.62,70.77,24.57,0
56.92,51.77,6.91,0.56,48.14,47.62,2
64.12,33.31,0.27,0.91,59.7,24.16,0
86.28,35.46,1.46,0.22,96.28,19.14,0
75.38,35.06,9.2,8.79,95.73,42.12,1
84.4,17.6,15.09,0.18,51.85,46.64,1
95.34,56.84,2.68,0.37,56.35,32.93,0
76.17,67.89,17.52,1.31,47.62,64.64,2
59.41,65.93,4.93,4.01,21.48,59.11,2
61.65,44.75,2.69,0.88,80.72,32.7,0
48.49,33.78,8.12,2.93,100.0,34.52,0
79.05,64.89,1.75,2.25,51.13,44.66,1
60.49,62.78,1.54,2.04,43.66,45.4,1
79.64,54.35,5.34,3.73,54.54,53.7,2
37.98,84.89,2.48,0.03,61.7,53.23,2
69.05,49.47,0.73,5.29,37.29,49.68,2
84.37,44.86,0.35,3.53,50.83,37.1,0
95.01,42.0,7.75,5.56,80.3,36.58,0
73.1,18.78,5.63,3.16,62.55,34.34,0
77.83,63.23,2.65,4.22,85.41,40.56,1
88.13,47.89,11.33,0.45,67.3,38.69,1
54.34,60.2,2.65,0.77,38.22,44.11,1
76.66,86.84,6.19,0.76,48.48,48.79,2
86.15,42.18,11.99,0.23,64.97,40.49,1
85.73,3.24,9.19,2.62,37.55,49.49,2
58.47,59.62,3.58,0.29,34.95,44.85,1
60.75,53.34,5.71,0.11,36.16,43.32,1
77.52,35.35,2.67,2.99,70.32,32.23,0
82.81,57.95,5.21,4.7,52.68,56.18,2
75.42,65.72,1.49,2.89,83.65,44.4,1
70.4,31.07,2.85,3.49,42.07,50.98,2
71.02,43.97,1.18,1.81,10.85,44.11,1
71.26,79.54,0.19,4.37,57.39,51.46,2
79.5,35.57,4.44,1.37,92.95,21.29,0
86.59,51.33,9.99,8.9,60.69,60.19,2
76.41,0.0,0.13,0.22,32.56,15.73,0
74.59,20.36,1.09,3.31,27.51,39.5,1
77.81,53.15,3.08,2.05,83.96,33.1,0
75.54,74.56,5.48,1.74,43.85,50.91,2
82.2,22.76,0.94,2.59,90.84,16.51,0
55.34,51.49,0.29,3.67,73.08,45.52,1
58.73,42.49,3.66,3.97,44.61,37.47,0
18.29,69.06,8.54,0.39,83.34,57.62,2
52.07,25.64,0.18,0.44,41.52,33.32,0
86.69,58.6,2.15,0.03,31.05,25.63,0
80.4,36.93,5.45,0.28,42.67,37.38,0
42.13,54.46,0.7,0.61,75.37,37.62,0
81.61,51.38,1.35,2.55,82.76,33.02,0
60.46,44.96,3.83,1.29,52.08,51.67,2
89.4,59.56,15.31,2.84,22.63,65.23,2
79.8,50.87,1.69,1.33,28.86,43.74,1
87.3,47.34,3.34,1.62,38.65,43.89,1
82.37,42.87,2.55,0.24,34.12,36.06,0
69.98,51.55,11.38,3.0,65.31,49.07,2
80.46,54.44,0.37,2.84,98.76,19.18,0
71.58,30.22,4.18,0.74,75.92,30.87,0
64.39,43.01,9.36,0.8,37.44,47.98,2
76.38,28.9,22.16,0.5,46.11,65.99,2
56.03,49.2,6.0,3.36,50.01,50.52,2
57.17,38.15,2.39,2.75,67.78,39.21,1
78.61,65.42,2.65,1.88,91.43,27.37,0
72.69,63.45,2.17,0.55,50.65,36.82,0
80.09,31.55,4.63,0.38,90.78,18.87,0
67.48,49.95,6.72,0.1,100.0,28.33,0
20.6,62.77,8.56,0.09,53.0,61.72,2
93.56,46.49,2.69,0.41,52.49,25.1,0
93.44,35.44,6.31,0.21,52.79,43.4,1
67.95,28.15,12.4,1.62,61.25,51.24,2
81.9,67.09,12.68,0.89,52.84,58.29,2
54.61,68.05,6.09,1.18,77.68,46.62,1
96.23,45.84,5.07,1.8,29.02,39.42,1
67.1,65.32,3.79,2.15,49.31,45.26,1
91.34,0.0,1.01,2.09,66.58,29.14,0
62.96,76.55,0.66,0.6,77.4,36.73,0
74.87,46.86,3.32,3.32,100.0,29.52,0
76.37,52.84,0.87,5.0,34.22,43.47,1
85.9,43.59,4.3,0.76,46.96,35.76,0
95.24,77.91,5.19,0.03,14.67,52.95,2
86.71,28.79,3.73,4.59,37.8,46.12,1
82.39,79.49,0.19,5.14,24.62,49.58,2
93.06,57.93,0.3,0.1,49.57,23.45,0
45.18,62.45,0.6,0.01,55.43,48.13,2
68.23,43.42,0.83,3.39,69.39,46.74,1
90.9,23.84,22.97,0.72,54.03,53.4,2
53.19,68.61,2.11,4.92,69.4,58.82,2
69.56,56.23,1.73,0.49,62.28,27.21,0
66.37,77.23,0.27,3.95,39.33,47.59,2
74.36,46.12,5.04,0.14,26.27,36.84,0
78.57,41.62,5.28,0.6,71.67,33.99,0
72.65,77.76,0.96,7.23,92.93,47.69,2
79.43,88.24,12.58,0.53,100.0,49.61,2
85.67,50.19,8.06,0.29,78.71,40.0,1
45.57,34.94,1.31,3.89,89.15,35.66,0
74.3,66.21,3.33,0.25,69.23,36.5,0
52.78,44.92,3.07,0.21,66.04,30.61,0
79.82,61.99,2.14,0.78,62.22,40.09,1
71.65,44.81,8.51,2.02,57.88,51.42,2
80.28,81.28,0.58,2.48,72.14,40.69,1
76.66,36.01,2.68,4.26,49.59,41.36,1
54.55,59.61,2.79,1.56,57.05,42.66,1
80.65,40.23,3.16,1.0,36.44,28.84,0
53.03,44.37,9.88,0.89,69.5,49.85,2
73.26,41.76,1.23,3.75,40.82,45.31,1
90.53,64.77,0.54,2.57,60.67,44.24,1
81.44,68.37,4.81,4.72,70.01,45.7,1
74.98,61.15,0.95,6.65,71.72,47.86,2
74.04,47.84,0.39,0.71,75.43,32.6,0
65.12,52.8,2.78,1.51,55.73,46.18,1
31.36,67.95,1.24,2.0,69.72,47.38,2
77.94,68.59,2.24,0.36,50.27,36.57,0
81.9,0.0,1.5,0.11,20.58,21.22,0
45.99,44.56,0.49,4.05,70.61,39.56,1
76.71,45.51,4.11,1.53,65.97,42.53,1
83.72,63.39,0.14,1.69,80.27,29.42,0
43.74,48.66,16.96,1.62,59.49,66.26,2
84.54,64.38,2.09,2.81,27.94,46.55,1
47.4,28.43,5.94,0.31,58.17,41.22,1
56.21,55.2,8.31,1.9,77.73,47.52,2
61.24,68.0,1.64,1.27,69.52,36.54,0
74.3,20.51,6.91,4.55,57.07,50.97,2
70.94,100.0,8.93,1.47,26.73,62.58,2
81.07,73.82,1.38,5.73,39.48,47.97,2
78.79,50.03,24.46,0.87,69.54,63.43,2
94.48,33.43,0.1,6.82,26.7,52.66,2
63.35,46.5,1.22,4.16,53.64,40.02,1
60.76,51.68,7.57,1.76,60.77,51.83,2
24.88,58.81,1.08,0.87,83.0,43.21,1
51.06,80.01,5.99,0.94,72.29,52.8,2
83.17,40.48,9.67,2.96,79.26,45.85,1
89.17,61.25,16.0,1.74,66.04,45.1,1
78.46,24.15,3.21,1.03,43.09,26.79,0
92.96,41.73,17.72,2.02,47.73,59.18,2
54.09,57.53,2.65,2.64,41.35,50.96,2
63.98,63.83,1.23,0.05,71.82,35.42,0
58.37,34.94,3.61,0.19,46.12,41.44,1
85.59,41.18,5.25,0.2,52.12,28.11,0
79.69,79.21,3.06,0.53,60.45,44.99,1
59.38,73.24,4.18,1.11,92.83,45.09,1
74.63,54.17,2.69,3.26,73.14,39.9,1
84.76,5.27,3.72,0.86,44.54,27.06,0
94.4,100.0,15.25,0.04,63.04,62.85,2
79.62,49.6,3.46,1.32,93.03,25.44,0
85.68,43.75,1.46,10.0,72.3,51.27,2
92.49,39.55,7.11,0.86,28.03,48.07,2
30.85,57.53,2.06,6.5,41.7,69.33,2
80.21,57.73,8.47,0.21,40.16,44.46,1
71.43,69.01,0.29,0.38,88.81,41.04,1
75.84,31.48,2.02,2.58,85.13,28.71,0
70.86,43.75,0.5,1.39,47.5,41.39,1
64.8,90.61,0.45,2.9,47.07,49.6,2
63.79,54.49,5.37,3.98,60.89,55.66,2
32.04,46.55,2.43,0.58,61.49,42.09,1
44.65,31.17,10.26,2.3,40.75,58.99,2
60.36,60.12,3.63,1.87,55.02,43.01,1
77.75,70.62,1.75,3.95,30.93,60.16,2
60.38,67.49,6.38,1.12,85.45,42.95,1
50.66,44.82,4.89,0.11,24.79,43.11,1
46.53,57.23,8.04,1.71,24.57,62.23,2
69.99,83.43,5.16,6.38,68.7,62.5,2
69.9,71.42,0.91,0.03,35.26,41.14,1
57.08,34.32,5.55,0.55,49.98,37.09,0
83.39,0.0,2.48,0.76,61.26,23.54,0
47.56,55.94,3.11,2.9,73.51,53.24,2
79.51,65.97,12.73,0.78,55.58,44.33,1
86.77,28.22,2.23,0.55,95.58,12.24,0
66.64,49.82,4.73,2.09,59.99,42.0,1
41.58,44.73,2.26,0.1,83.82,32.91,0
65.87,52.09,0.5,0.37,65.57,34.46,0
72.62,39.11,3.02,1.05,100.0,34.34,0
81.81,75.81,4.54,0.88,81.17,35.28,0
45.48,52.96,2.62,0.85,60.87,51.36,2
86.26,32.42,2.48,0.23,72.58,14.66,0
93.35,68.35,8.58,0.9,54.78,45.52,1
44.8,24.72,0.15,3.2,54.58,37.07,0
51.38,75.69,1.75,1.07,33.93,54.41,2
62.24,69.82,8.35,1.76,43.83,48.17,2
52.64,77.8,12.66,0.36,100.0,47.12,1
55.26,46.84,2.66,0.14,35.92,44.67,1
82.38,40.08,10.98,4.24,46.89,49.85,2
44.76,51.68,1.11,0.81,58.13,39.93,1
88.83,48.31,1.25,0.86,58.79,36.89,0
54.81,36.95,9.36,4.2,67.67,54.49,2
81.92,38.93,11.68,2.46,50.62,53.21,2
37.26,42.67,1.26,2.82,68.91,40.86,1
73.88,26.6,0.31,2.29,82.85,17.4,0
94.98,63.56,0.47,0.22,85.33,21.2,0
71.05,48.95,1.51,6.34,54.65,40.66,1
44.59,43.83,7.17,4.8,72.23,52.38,2
46.38,27.79,3.57,0.54,37.08,43.5,1
50.38,26.79,3.04,3.26,45.57,44.62,1
95.31,88.72,4.39,1.05,36.53,47.17,1
97.24,37.45,11.05,2.3,59.09,43.7,1
63.92,62.21,0.47,0.36,42.82,33.45,0
58.04,53.25,5.93,1.55,29.59,48.04,2
55.24,0.0,13.07,0.27,52.28,32.36,0
70.54,85.85,1.2,1.54,25.43,49.0,2
77.3,63.68,9.09,0.56,86.54,44.14,1
95.93,34.65,5.99,1.2,48.85,39.56,1
64.47,49.43,0.07,2.21,79.71,33.65,0
84.57,27.02,1.32,4.19,50.16,40.67,1
65.88,86.52,4.66,0.36,36.1,54.45,2
76.84,31.85,3.49,4.47,83.51,35.17,0
54.81,39.54,3.75,0.99,61.77,36.13,0
70.36,35.41,1.32,3.71,97.74,17.53,0
79.11,51.61,5.62,1.44,50.67,47.17,1
82.23,77.41,1.55,3.96,51.1,46.43,1
83.68,85.79,2.47,2.17,80.1,46.4,1
81.93,42.02,2.3,1.42,80.24,22.14,0
70.51,57.57,5.57,0.75,63.07,53.0,2
81.08,51.64,0.47,6.94,100.0,35.41,0
66.53,30.37,1.15,3.23,54.39,33.09,0
77.95,98.45,1.12,0.96,34.61,47.31,2
72.29,77.26,0.57,0.36,39.95,42.26,1
78.18,53.78,1.16,3.02,54.51,38.05,1
77.97,81.64,4.67,9.2,90.38,56.37,2
54.8,74.24,6.59,0.65,56.27,43.37,1
73.35,51.64,5.4,4.95,91.32,39.09,1
80.68,56.52,3.22,0.27,68.69,37.06,0
52.66,80.24,0.27,6.08,81.67,49.14,2
78.45,31.08,15.97,2.74,67.74,42.9,1
87.02,83.47,0.92,0.85,67.58,29.47,0
78.41,45.5,5.52,0.73,75.05,32.49,0
51.0,80.49,12.2,2.06,48.67,64.75,2
56.27,49.9,5.98,1.8,48.89,47.89,2
70.97,56.75,1.23,5.03,66.99,39.91,1
97.64,49.31,1.9,2.91,98.82,28.43,0
75.29,39.36,0.15,1.55,29.18,37.99,1
64.92,44.6,4.74,5.25,19.42,69.12,2
79.45,77.58,4.75,1.8,54.73,44.32,1
67.3,3.72,6.46,3.79,80.62,32.36,0
65.36,25.22,0.06,3.68,61.03,39.69,1
69.42,35.49,8.51,5.03,36.61,58.03,2
73.33,28.43,6.71,0.14,61.58,28.5,0
93.89,80.2,0.76,1.75,25.34,45.12,1
79.61,75.15,2.14,1.26,72.58,38.73,1
46.99,61.84,5.09,1.35,53.82,42.63,1
81.03,37.24,3.42,1.23,58.36,28.29,0
95.26,76.7,0.61,3.63,68.54,37.84,1
87.37,18.24,0.46,0.77,64.11,25.36,0
74.4,92.84,7.6,1.24,49.17,59.06,2
41.66,36.31,0.85,0.45,80.67,30.02,0
89.21,44.76,0.94,0.58,75.94,18.56,0
83.99,41.41,8.89,2.16,24.51,52.97,2
28.93,28.54,4.74,0.25,55.4,32.97,0
83.4,88.5,4.64,0.42,38.39,43.39,1
53.9,65.78,3.26,1.5,34.64,59.04,2
49.63,74.31,4.21,0.09,70.7,47.57,2
69.46,25.53,4.6,0.27,51.61,29.01,0
74.75,53.62,17.18,3.98,57.14,59.27,2
60.92,60.42,1.26,3.74,46.61,52.96,2
90.32,55.42,1.21,0.85,67.4,27.61,0
79.31,26.79,0.29,0.86,73.57,19.68,0
58.85,71.51,5.37,5.51,100.0,53.93,2
86.45,52.43,3.98,0.05,56.38,32.82,0
81.72,30.9,0.59,1.74,31.03,32.67,0
64.89,12.89,2.27,1.82,49.92,25.1,0
66.15,62.13,0.98,3.1,76.94,34.4,0
86.77,99.01,2.01,6.06,44.55,61.73,2
64.23,29.69,15.11,0.88,30.36,59.74,2
93.21,53.41,5.75,1.15,44.96,39.81,1
61.85,72.21,0.04,2.23,49.33,42.32,1
72.58,24.61,1.46,6.84,38.35,49.81,2
75.0,40.4,0.05,4.43,64.35,34.03,0
68.67,32.8,6.27,2.2,58.42,47.33,2
56.48,69.69,3.17,3.89,75.79,46.06,1
40.73,76.51,25.6,0.18,51.08,82.91,2
79.15,53.18,6.61,0.95,71.16,36.85,0
80.54,33.17,3.65,0.03,50.15,33.87,0
94.43,41.14,8.17,0.39,37.41,37.53,0
90.27,37.39,6.1,1.99,49.14,36.76,0
60.13,30.45,1.4,4.34,27.63,45.03,1
69.93,47.96,3.78,2.0,95.76,33.88,0
63.02,61.5,4.06,2.18,62.85,45.09,1
70.94,59.81,3.0,0.22,44.09,35.98,0
72.02,49.84,0.99,2.19,52.45,37.95,1
88.4,51.14,1.26,1.21,10.99,39.75,1
54.47,48.37,1.65,2.11,88.69,47.51,2
34.69,24.06,0.05,0.79,86.73,27.26,0
86.19,53.2,12.44,1.74,62.15,43.83,1
79.31,38.33,5.79,1.1,66.39,35.36,0
60.04,23.05,5.85,1.64,34.65,38.72,1
63.7,57.41,4.25,0.32,36.1,39.82,1
35.7,37.77,5.84,1.01,26.05,47.62,2
83.52,54.56,20.05,0.94,56.78,55.77,2
76.2,66.95,2.43,2.67,81.22,34.2,0
13.83,31.0,6.23,2.45,52.34,52.19,2
70.62,51.84,2.23,4.79,66.95,42.45,1
55.31,13.79,9.63,2.0,79.58,28.56,0
88.93,80.65,9.76,0.76,27.52,56.97,2
96.49,22.82,11.63,3.06,96.91,29.68,0
90.14,39.7,0.03,1.37,83.15,17.68,0
79.53,76.77,1.77,0.43,70.28,37.94,1
78.34,45.31,0.72,2.75,78.48,31.95,0
76.37,26.05,3.03,0.28,79.42,19.82,0
70.22,64.26,3.42,0.39,65.85,40.2,1
50.29,63.81,1.48,2.84,88.57,50.22,2
60.0,37.34,6.43,2.94,50.95,43.08,1
83.77,39.5,1.57,3.13,69.24,34.85,0
37.03,41.29,9.62,0.69,86.43,42.52,1
71.25,45.86,0.98,4.03,6.18,56.27,2
43.47,12.14,2.29,2.57,68.76,32.53,0
96.97,46.37,4.87,3.59,74.49,30.13,0
72.54,85.68,4.65,2.47,25.83,63.38,2
92.09,32.08,0.41,1.73,65.64,25.82,0
85.66,38.33,9.36,0.23,44.13,36.29,0
74.42,26.33,4.56,2.48,67.94,34.35,0
66.51,62.24,10.2,2.35,58.1,51.6,2
62.26,74.06,10.11,0.75,41.07,50.7,2
67.31,73.61,3.95,2.66,82.19,45.29,1
84.33,25.04,12.08,1.6,51.63,40.98,1
74.35,60.0,9.43,1.64,65.4,43.13,1
95.93,78.68,15.87,0.92,86.28,56.25,2
80.48,60.19,9.5,0.25,41.67,42.89,1
34.28,59.57,8.61,0.49,60.16,57.43,2
34.58,40.57,3.17,2.93,50.09,57.22,2
66.33,54.4,1.19,0.63,54.56,34.88,0
51.43,74.73,12.08,0.0,100.0,47.71,2
65.09,56.56,6.41,10.0,69.14,66.89,2
73.97,25.03,1.65,0.47,66.27,26.76,0
71.23,40.88,2.09,2.13,70.48,37.59,0
83.38,74.19,5.79,5.23,68.61,60.94,2
69.17,56.49,3.25,1.83,23.48,45.84,1
69.37,52.38,0.42,3.21,100.0,31.92,0
72.88,38.92,0.76,7.49,30.71,45.25,1
79.83,73.77,6.85,3.94,94.65,49.01,2
56.62,83.25,1.99,1.63,72.36,47.34,2
69.66,75.26,3.54,0.9,63.62,41.88,1
53.82,78.85,7.28,1.32,53.89,53.91,2
84.03,42.83,6.96,3.69,100.0,33.41,0
82.84,40.0,0.91,3.84,72.09,32.88,0
84.33,46.87,0.52,3.74,60.35,29.64,0
62.93,50.77,4.47,1.82,49.29,43.67,1
52.71,78.62,6.77,1.3,46.9,57.94,2
55.0,73.32,0.81,0.75,61.01,35.01,0
80.29,60.77,2.33,0.01,41.39,31.08,0
70.44,21.38,10.21,2.89,73.59,38.74,1
54.41,16.24,14.43,0.65,47.09,59.43,2
42.98,54.81,3.03,0.8,80.1,37.17,0
80.47,67.61,0.41,3.71,79.65,36.44,0
79.43,48.41,1.49,0.11,58.89,23.79,0
73.54,88.3,1.33,5.25,71.61,46.93,1
97.37,28.35,1.37,0.0,72.61,8.21,0
65.49,25.83,3.4,5.6,30.75,53.12,2
65.7,36.71,4.38,1.21,94.63,23.51,0
87.37,35.95,0.65,0.22,54.89,27.85,0
72.35,60.53,11.01,2.24,73.91,53.1,2
63.51,41.57,4.84,4.52,74.47,44.63,1
64.75,19.04,4.55,1.15,10.21,47.7,2
49.2,67.83,21.82,2.35,46.86,96.95,2
71.72,14.8,4.95,7.76,76.81,46.03,1
73.05,28.58,13.22,0.55,61.25,38.59,1
78.98,17.55,1.69,3.43,73.78,34.5,0
74.42,54.14,1.37,0.7,61.85,33.58,0
92.83,53.72,3.63,1.11,84.59,37.45,0
59.1,88.33,3.55,0.66,62.28,46.35,1
67.6,68.28,1.28,1.18,88.48,40.38,1
76.46,78.83,6.01,0.01,40.4,47.74,2
77.95,55.77,0.15,0.72,57.45,44.38,1
94.64,30.46,5.87,1.18,48.13,29.94,0
67.88,52.56,3.05,2.0,67.77,53.81,2
82.97,61.85,5.84,2.03,54.43,45.72,1
60.39,64.08,3.24,1.75,55.41,50.3,2
81.73,40.55,18.93,0.69,45.9,65.07,2
77.82,59.78,2.04,5.89,50.79,45.28,1
92.63,31.34,20.25,1.0,59.79,55.79,2
79.92,29.13,0.34,0.49,19.57,29.66,0
71.42,27.68,5.76,1.62,13.96,46.14,1
75.04,50.49,3.03,2.76,61.18,39.74,1
76.47,26.44,8.63,0.02,4.62,48.62,2
62.69,41.51,7.79,0.65,56.14,46.3,1
62.61,68.06,8.05,3.49,52.46,55.66,2
76.96,29.42,0.5,1.41,70.84,25.01,0
76.49,39.91,8.64,1.05,46.56,31.63,0
84.54,51.43,1.2,5.34,91.39,39.34,1
41.49,54.94,0.13,0.19,76.96,45.03,1
66.6,40.01,1.23,1.91,29.75,41.65,1
72.32,65.74,3.26,0.84,54.31,32.83,0
82.94,61.81,6.78,0.15,90.54,36.71,0
79.62,72.8,1.23,0.48,46.05,34.34,0
65.58,48.37,0.6,1.98,58.94,37.38,0
77.76,39.74,5.19,0.06,88.08,30.35,0
76.54,36.35,20.64,1.79,49.19,64.47,2
61.13,56.14,4.59,6.29,82.46,57.21,2
56.57,42.46,5.87,3.17,41.8,52.75,2
81.7,38.62,4.12,0.85,2.25,43.86,1
82.49,41.03,7.62,0.3,84.57,34.46,0
72.64,36.33,18.61,1.25,68.77,54.22,2
90.31,53.98,3.93,1.0,70.09,27.33,0
68.75,21.75,2.7,7.13,38.14,51.32,2
84.17,56.06,9.84,9.18,39.73,62.9,2
46.69,63.53,17.49,1.06,83.01,63.75,2
80.94,38.38,0.69,0.32,64.86,17.3,0
68.71,88.44,4.32,4.83,57.65,55.74,2
68.14,50.35,7.86,3.16,64.42,46.38,1
47.76,18.77,3.81,1.43,90.17,26.71,0
62.02,44.38,2.63,0.91,74.47,39.32,1
56.6,51.25,5.32,1.19,50.51,51.78,2
79.66,58.98,1.57,4.64,31.93,55.0,2
72.44,44.85,2.15,0.41,71.76,28.43,0
84.46,29.77,24.32,3.29,41.52,66.33,2
69.14,28.1,5.06,0.04,36.35,40.71,1
88.52,36.93,10.31,5.07,86.31,44.19,1
58.15,38.84,8.25,1.39,77.45,43.23,1
99.68,27.3,5.28,0.51,67.71,9.87,0
59.25,35.34,9.19,0.01,35.23,51.59,2
89.45,63.19,1.69,1.64,95.79,29.56,0
90.74,82.97,5.07,0.56,80.58,36.38,0
82.26,65.11,4.47,2.0,53.92,46.58,1
49.01,76.12,4.87,0.66,49.69,56.35,2
56.18,69.48,0.92,0.18,61.57,36.57,0
92.26,66.66,1.62,1.41,50.43,33.75,0
68.11,43.24,1.69,1.66,100.0,22.03,0
70.1,52.82,4.61,1.21,52.29,48.95,2
89.13,41.59,17.98,1.23,38.64,60.84,2
35.06,45.62,15.4,1.78,91.77,56.02,2
78.79,51.36,1.29,1.49,48.62,38.24,1
86.51,64.27,1.82,0.28,75.73,29.8,0
69.25,58.47,0.18,0.44,73.51,27.08,0
60.52,46.76,2.54,0.31,58.83,36.97,0
65.27,51.11,9.0,2.36,40.54,58.79,2
63.1,58.67,12.37,1.5,59.04,60.95,2
85.15,63.35,1.35,1.12,36.6,49.46,2
74.77,19.62,1.54,3.2,59.53,31.36,0
20.61,28.45,1.25,0.79,75.46,38.49,1
69.8,72.15,2.15,1.68,94.36,38.46,1
59.64,48.78,8.17,0.15,38.24,48.38,2
85.13,41.52,5.2,2.73,54.99,35.55,0
73.37,44.73,7.71,2.38,49.5,42.14,1
72.57,44.73,4.37,3.24,65.47,23.84,0
70.17,61.16,1.49,4.32,29.56,55.03,2
84.22,27.84,1.29,2.84,41.43,24.25,0
56.21,50.5,0.05,3.72,26.16,45.5,1
76.79,54.92,7.59,0.85,31.23,49.42,2
87.21,57.93,9.39,0.84,46.79,43.54,1
78.83,54.46,7.31,5.78,93.42,57.43,2
62.09,60.32,0.39,4.92,66.95,38.4,1
70.67,38.55,7.18,1.59,61.3,52.12,2
69.9,31.16,0.23,0.91,86.94,28.97,0
77.81,99.14,0.56,4.02,67.67,53.34,2
